ID	NCBI_GENE_ID	ENSEMBL_ID	OFFICIAL_SYMBOL	OFFICIAL_NAME
1	1	ENSG00000121410	A1BG	alpha-1-B glycoprotein
22	2	ENSG00000175899	A2M	alpha-2-macroglobulin
51	3	ENSG00000291190	A2MP1	alpha-2-macroglobulin pseudogene 1
52	9	ENSG00000171428	NAT1	N-acetyltransferase 1
266	10	ENSG00000156006	NAT2	N-acetyltransferase 2
480	12	ENSG00000196136	SERPINA3	serpin family A member 3
556	13	ENSG00000114771	AADAC	arylacetamide deacetylase
567	14	ENSG00000127837	AAMP	angio associated migratory cell protein
612	15	ENSG00000129673	AANAT	aralkylamine N-acetyltransferase
638	16	ENSG00000090861	AARS1	alanyl-tRNA synthetase 1
655	18	ENSG00000183044	ABAT	4-aminobutyrate aminotransferase
692	19	ENSG00000165029	ABCA1	ATP binding cassette subfamily A member 1
733	20	ENSG00000107331	ABCA2	ATP binding cassette subfamily A member 2
781	21	ENSG00000167972	ABCA3	ATP binding cassette subfamily A member 3
803	22	ENSG00000131269	ABCB7	ATP binding cassette subfamily B member 7
829	23	ENSG00000204574	ABCF1	ATP binding cassette subfamily F member 1
867	24	ENSG00000198691	ABCA4	ATP binding cassette subfamily A member 4
889	25	ENSG00000097007	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase
938	26	ENSG00000002726	AOC1	amine oxidase copper containing 1
978	27	ENSG00000143322	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase
1002	28	ENSG00000175164	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
1256	29	ENSG00000159842	ABR	ABR activator of RhoGEF and GTPase
1276	30	ENSG00000060971	ACAA1	acetyl-CoA acyltransferase 1
1326	31	ENSG00000278540	ACACA	acetyl-CoA carboxylase alpha
1387	32	ENSG00000076555	ACACB	acetyl-CoA carboxylase beta
1414	33	ENSG00000115361	ACADL	acyl-CoA dehydrogenase long chain
1428	34	ENSG00000117054	ACADM	acyl-CoA dehydrogenase medium chain
1450	35	ENSG00000122971	ACADS	acyl-CoA dehydrogenase short chain
1470	36	ENSG00000196177	ACADSB	acyl-CoA dehydrogenase short/branched chain
1491	37	ENSG00000072778	ACADVL	acyl-CoA dehydrogenase very long chain
1522	38	ENSG00000075239	ACAT1	acetyl-CoA acetyltransferase 1
1535	39	ENSG00000120437	ACAT2	acetyl-CoA acetyltransferase 2
1559	40	ENSG00000108684	ASIC2	acid sensing ion channel subunit 2
1584	41	ENSG00000110881	ASIC1	acid sensing ion channel subunit 1
1598	43	ENSG00000087085	ACHE	acetylcholinesterase (Cartwright blood group)
1636	47	ENSG00000131473	ACLY	ATP citrate lyase
1654	48	ENSG00000122729	ACO1	aconitase 1
1676	49	ENSG00000100312	ACR	acrosin
1693	50	ENSG00000100412	ACO2	aconitase 2
1725	51	ENSG00000161533	ACOX1	acyl-CoA oxidase 1
1748	52	ENSG00000143727	ACP1	acid phosphatase 1
1795	53	ENSG00000134575	ACP2	acid phosphatase 2, lysosomal
1810	54	ENSG00000102575	ACP5	acid phosphatase 5, tartrate resistant
1833	55	ENSG00000014257	ACP3	acid phosphatase 3
1864	56	ENSG00000134940	ACRV1	acrosomal vesicle protein 1
1903	58	ENSG00000143632	ACTA1	actin alpha 1, skeletal muscle
1926	59	ENSG00000107796	ACTA2	actin alpha 2, smooth muscle
1958	60	ENSG00000075624	ACTB	actin beta
2218	70	ENSG00000159251	ACTC1	actin alpha cardiac muscle 1
2234	71	ENSG00000184009	ACTG1	actin gamma 1
2584	72	ENSG00000163017	ACTG2	actin gamma 2, smooth muscle
2610	81	ENSG00000130402	ACTN4	actinin alpha 4
2631	86	ENSG00000136518	ACTL6A	actin like 6A
2670	87	ENSG00000072110	ACTN1	actinin alpha 1
2700	88	ENSG00000077522	ACTN2	actinin alpha 2
2719	89	ENSG00000248746	ACTN3	actinin alpha 3
2735	90	ENSG00000115170	ACVR1	activin A receptor type 1
2752	91	ENSG00000135503	ACVR1B	activin A receptor type 1B
2778	92	ENSG00000121989	ACVR2A	activin A receptor type 2A
2801	93	ENSG00000114739	ACVR2B	activin A receptor type 2B
2826	94	ENSG00000139567	ACVRL1	activin A receptor like type 1
2844	95	ENSG00000243989	ACY1	aminoacylase 1
2870	97	ENSG00000119640	ACYP1	acylphosphatase 1
2885	98	ENSG00000170634	ACYP2	acylphosphatase 2
2896	100	ENSG00000196839	ADA	adenosine deaminase
2934	101	ENSG00000151651	ADAM8	ADAM metallopeptidase domain 8
2949	102	ENSG00000137845	ADAM10	ADAM metallopeptidase domain 10
2962	103	ENSG00000160710	ADAR	adenosine deaminase RNA specific
3011	104	ENSG00000197381	ADARB1	adenosine deaminase RNA specific B1
3065	105	ENSG00000185736	ADARB2	adenosine deaminase RNA specific B2 (inactive)
3083	107	ENSG00000164742	ADCY1	adenylate cyclase 1
3107	108	ENSG00000078295	ADCY2	adenylate cyclase 2
3134	109	ENSG00000138031	ADCY3	adenylate cyclase 3
3152	111	ENSG00000173175	ADCY5	adenylate cyclase 5
3167	112	ENSG00000174233	ADCY6	adenylate cyclase 6
3187	113	ENSG00000121281	ADCY7	adenylate cyclase 7
3204	114	ENSG00000155897	ADCY8	adenylate cyclase 8
3216	115	ENSG00000162104	ADCY9	adenylate cyclase 9
3234	116	ENSG00000141433	ADCYAP1	adenylate cyclase activating polypeptide 1
3251	117	ENSG00000078549	ADCYAP1R1	ADCYAP receptor type I
3275	118	ENSG00000087274	ADD1	adducin 1
3305	119	ENSG00000075340	ADD2	adducin 2
3355	120	ENSG00000148700	ADD3	adducin 3
3393	123	ENSG00000147872	PLIN2	perilipin 2
3422	124	ENSG00000187758	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide
3441	125	ENSG00000196616	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
3465	126	ENSG00000248144	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
3500	127	ENSG00000198099	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide
3512	128	ENSG00000197894	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
3552	130	ENSG00000172955	ADH6	alcohol dehydrogenase 6 (class V)
3565	131	ENSG00000196344	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
3586	132	ENSG00000156110	ADK	adenosine kinase
3617	133	ENSG00000148926	ADM	adrenomedullin
3661	134	ENSG00000163485	ADORA1	adenosine A1 receptor
3694	135	ENSG00000128271	ADORA2A	adenosine A2a receptor
3715	136	ENSG00000170425	ADORA2B	adenosine A2b receptor
3734	140	ENSG00000282608	ADORA3	adenosine A3 receptor
3771	141	ENSG00000144843	ADPRH	ADP-ribosylarginine hydrolase
3782	142	ENSG00000143799	PARP1	poly(ADP-ribose) polymerase 1
3818	143	ENSG00000102699	PARP4	poly(ADP-ribose) polymerase family member 4
3839	146	ENSG00000171873	ADRA1D	adrenoceptor alpha 1D
3855	147	ENSG00000170214	ADRA1B	adrenoceptor alpha 1B
3864	148	ENSG00000120907	ADRA1A	adrenoceptor alpha 1A
3913	150	ENSG00000150594	ADRA2A	adrenoceptor alpha 2A
3932	151	ENSG00000274286	ADRA2B	adrenoceptor alpha 2B
3948	152	ENSG00000184160	ADRA2C	adrenoceptor alpha 2C
3964	153	ENSG00000043591	ADRB1	adrenoceptor beta 1
3975	154	ENSG00000169252	ADRB2	adrenoceptor beta 2
4010	155	ENSG00000188778	ADRB3	adrenoceptor beta 3
4027	156	ENSG00000173020	GRK2	G protein-coupled receptor kinase 2
4046	157	ENSG00000100077	GRK3	G protein-coupled receptor kinase 3
4062	158	ENSG00000239900	ADSL	adenylosuccinate lyase
4100	159	ENSG00000035687	ADSS2	adenylosuccinate synthase 2
4116	160	ENSG00000196961	AP2A1	adaptor related protein complex 2 subunit alpha 1
4134	161	ENSG00000183020	AP2A2	adaptor related protein complex 2 subunit alpha 2
4160	162	ENSG00000100280	AP1B1	adaptor related protein complex 1 subunit beta 1
4177	163	ENSG00000006125	AP2B1	adaptor related protein complex 2 subunit beta 1
4201	164	ENSG00000166747	AP1G1	adaptor related protein complex 1 subunit gamma 1
4226	165	ENSG00000106624	AEBP1	AE binding protein 1
4247	166	ENSG00000104964	TLE5	TLE family member 5, transcriptional modulator
4293	167	ENSG00000124812	CRISP1	cysteine rich secretory protein 1
4309	172	ENSG00000223959	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene
4350	173	ENSG00000079557	AFM	afamin
4367	174	ENSG00000081051	AFP	alpha fetoprotein
4390	175	ENSG00000038002	AGA	aspartylglucosaminidase
4426	176	ENSG00000157766	ACAN	aggrecan
4451	177	ENSG00000204305	AGER	advanced glycosylation end-product specific receptor
4525	178	ENSG00000162688	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
4565	181	ENSG00000159723	AGRP	agouti related neuropeptide
4580	182	ENSG00000101384	JAG1	jagged canonical Notch ligand 1
4604	183	ENSG00000135744	AGT	angiotensinogen
4654	185	ENSG00000144891	AGTR1	angiotensin II receptor type 1
4690	186	ENSG00000180772	AGTR2	angiotensin II receptor type 2
4714	187	ENSG00000134817	APLNR	apelin receptor
4732	189	ENSG00000172482	AGXT	alanine--glyoxylate aminotransferase
4755	190	ENSG00000169297	NR0B1	nuclear receptor subfamily 0 group B member 1
4766	191	ENSG00000101444	AHCY	adenosylhomocysteinase
4798	196	ENSG00000106546	AHR	aryl hydrocarbon receptor
4820	197	ENSG00000145192	AHSG	alpha 2-HS glycoprotein
4896	199	ENSG00000204472	AIF1	allograft inflammatory factor 1
4945	202	ENSG00000112297	CRYBG1	crystallin beta-gamma domain containing 1
4967	203	ENSG00000106992	AK1	adenylate kinase 1
4993	204	ENSG00000004455	AK2	adenylate kinase 2
5041	205	ENSG00000162433	AK4	adenylate kinase 4
5067	207	ENSG00000142208	AKT1	AKT serine/threonine kinase 1
5100	208	ENSG00000105221	AKT2	AKT serine/threonine kinase 2
5124	210	ENSG00000148218	ALAD	aminolevulinate dehydratase
5145	211	ENSG00000023330	ALAS1	5'-aminolevulinate synthase 1
5169	212	ENSG00000158578	ALAS2	5'-aminolevulinate synthase 2
5244	213	ENSG00000163631	ALB	albumin
5442	214	ENSG00000170017	ALCAM	activated leukocyte cell adhesion molecule
5468	215	ENSG00000101986	ABCD1	ATP binding cassette subfamily D member 1
5492	216	ENSG00000165092	ALDH1A1	aldehyde dehydrogenase 1 family member A1
5527	217	ENSG00000111275	ALDH2	aldehyde dehydrogenase 2 family member
5559	218	ENSG00000108602	ALDH3A1	aldehyde dehydrogenase 3 family member A1
5587	219	ENSG00000137124	ALDH1B1	aldehyde dehydrogenase 1 family member B1
5601	220	ENSG00000184254	ALDH1A3	aldehyde dehydrogenase 1 family member A3
5616	221	ENSG00000006534	ALDH3B1	aldehyde dehydrogenase 3 family member B1
5642	222	ENSG00000132746	ALDH3B2	aldehyde dehydrogenase 3 family member B2
5658	223	ENSG00000143149	ALDH9A1	aldehyde dehydrogenase 9 family member A1
5677	224	ENSG00000072210	ALDH3A2	aldehyde dehydrogenase 3 family member A2
5706	225	ENSG00000173208	ABCD2	ATP binding cassette subfamily D member 2
5718	226	ENSG00000149925	ALDOA	aldolase, fructose-bisphosphate A
5839	228		ALDOAP2	ALDOA pseudogene 2
5841	229	ENSG00000136872	ALDOB	aldolase, fructose-bisphosphate B
5870	230	ENSG00000109107	ALDOC	aldolase, fructose-bisphosphate C
5918	231	ENSG00000085662	AKR1B1	aldo-keto reductase family 1 member B
5991	238	ENSG00000171094	ALK	ALK receptor tyrosine kinase
6016	239	ENSG00000108839	ALOX12	arachidonate 12-lipoxygenase, 12S type
6038	240	ENSG00000012779	ALOX5	arachidonate 5-lipoxygenase
6059	241	ENSG00000132965	ALOX5AP	arachidonate 5-lipoxygenase activating protein
6070	242	ENSG00000179477	ALOX12B	arachidonate 12-lipoxygenase, 12R type
6101	245	ENSG00000291084	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2
6105	246	ENSG00000161905	ALOX15	arachidonate 15-lipoxygenase
6121	247	ENSG00000179593	ALOX15B	arachidonate 15-lipoxygenase type B
6149	248	ENSG00000163295	ALPI	alkaline phosphatase, intestinal
6164	249	ENSG00000162551	ALPL	alkaline phosphatase, biomineralization associated
6197	250	ENSG00000163283	ALPP	alkaline phosphatase, placental
6224	251	ENSG00000163286	ALPG	alkaline phosphatase, germ cell
6245	257	ENSG00000156150	ALX3	ALX homeobox 3
6258	258	ENSG00000178522	AMBN	ameloblastin
6278	259	ENSG00000106927	AMBP	alpha-1-microglobulin/bikunin precursor
6304	262	ENSG00000123505	AMD1	adenosylmethionine decarboxylase 1
6339	265	ENSG00000125363	AMELX	amelogenin X-linked
6362	266	ENSG00000099721	AMELY	amelogenin Y-linked
6379	267	ENSG00000159461	AMFR	autocrine motility factor receptor
6404	268	ENSG00000104899	AMH	anti-Mullerian hormone
6414	269	ENSG00000135409	AMHR2	anti-Mullerian hormone receptor type 2
6428	270	ENSG00000116748	AMPD1	adenosine monophosphate deaminase 1
6462	271	ENSG00000116337	AMPD2	adenosine monophosphate deaminase 2
6496	272	ENSG00000133805	AMPD3	adenosine monophosphate deaminase 3
6519	273	ENSG00000078053	AMPH	amphiphysin
6564	274	ENSG00000136717	BIN1	bridging integrator 1
6629	275	ENSG00000145020	AMT	aminomethyltransferase
6644	276	ENSG00000237763	AMY1A	amylase alpha 1A
6676	277	ENSG00000174876	AMY1B	amylase alpha 1B
6683	278	ENSG00000187733	AMY1C	amylase alpha 1C
6692	279	ENSG00000243480	AMY2A	amylase alpha 2A
6709	280	ENSG00000240038	AMY2B	amylase alpha 2B
6724	283	ENSG00000214274	ANG	angiogenin
6745	284	ENSG00000154188	ANGPT1	angiopoietin 1
6770	285	ENSG00000091879	ANGPT2	angiopoietin 2
6798	286	ENSG00000029534	ANK1	ankyrin 1
6849	287	ENSG00000145362	ANK2	ankyrin 2
6876	288	ENSG00000151150	ANK3	ankyrin 3
6919	290	ENSG00000166825	ANPEP	alanyl aminopeptidase, membrane
6942	291	ENSG00000151729	SLC25A4	solute carrier family 25 member 4
6964	292	ENSG00000005022	SLC25A5	solute carrier family 25 member 5
7003	293	ENSG00000292334	SLC25A6	solute carrier family 25 member 6
7067	301	ENSG00000135046	ANXA1	annexin A1
7108	302	ENSG00000182718	ANXA2	annexin A2
7178	303		ANXA2P1	annexin A2 pseudogene 1
7181	304	ENSG00000231991	ANXA2P2	annexin A2 pseudogene 2
7184	305		ANXA2P3	annexin A2 pseudogene 3
7187	306	ENSG00000138772	ANXA3	annexin A3
7211	307	ENSG00000196975	ANXA4	annexin A4
7245	308	ENSG00000164111	ANXA5	annexin A5
7318	309	ENSG00000197043	ANXA6	annexin A6
7339	310	ENSG00000138279	ANXA7	annexin A7
7379	311	ENSG00000122359	ANXA11	annexin A11
7425	312	ENSG00000104537	ANXA13	annexin A13
7445	313	ENSG00000136250	AOAH	acyloxyacyl hydrolase
7457	314	ENSG00000131480	AOC2	amine oxidase copper containing 2
7473	316	ENSG00000138356	AOX1	aldehyde oxidase 1
7495	317	ENSG00000120868	APAF1	apoptotic peptidase activating factor 1
7544	318	ENSG00000164978	NUDT2	nudix hydrolase 2
7562	319	ENSG00000175336	APOF	apolipoprotein F
7571	320	ENSG00000107282	APBA1	amyloid beta precursor protein binding family A member 1
7584	321	ENSG00000034053	APBA2	amyloid beta precursor protein binding family A member 2
7604	322	ENSG00000166313	APBB1	amyloid beta precursor protein binding family B member 1
7624	323	ENSG00000163697	APBB2	amyloid beta precursor protein binding family B member 2
7642	324	ENSG00000134982	APC	APC regulator of WNT signaling pathway
7688	325	ENSG00000132703	APCS	amyloid P component, serum
7708	326	ENSG00000160224	AIRE	autoimmune regulator
7727	327	ENSG00000164062	APEH	acylaminoacyl-peptide hydrolase
7744	328	ENSG00000100823	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1
7811	329	ENSG00000110330	BIRC2	baculoviral IAP repeat containing 2
7831	330	ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3
7851	331	ENSG00000101966	XIAP	X-linked inhibitor of apoptosis
7866	332	ENSG00000089685	BIRC5	baculoviral IAP repeat containing 5
7933	333	ENSG00000105290	APLP1	amyloid beta precursor like protein 1
7952	334	ENSG00000084234	APLP2	amyloid beta precursor like protein 2
7986	335	ENSG00000118137	APOA1	apolipoprotein A1
8033	336	ENSG00000158874	APOA2	apolipoprotein A2
8052	337	ENSG00000110244	APOA4	apolipoprotein A4
8082	338	ENSG00000084674	APOB	apolipoprotein B
8155	339	ENSG00000111701	APOBEC1	apolipoprotein B mRNA editing enzyme catalytic subunit 1
8183	341	ENSG00000130208	APOC1	apolipoprotein C1
8206	342	ENSG00000291128	APOC1P1	apolipoprotein C1 pseudogene 1
8207	343	ENSG00000103375	AQP8	aquaporin 8
8223	344	ENSG00000234906	APOC2	apolipoprotein C2
8245	345	ENSG00000110245	APOC3	apolipoprotein C3
8271	346	ENSG00000267467	APOC4	apolipoprotein C4
8280	347	ENSG00000189058	APOD	apolipoprotein D
8303	348	ENSG00000130203	APOE	apolipoprotein E
8329	350	ENSG00000091583	APOH	apolipoprotein H
8353	351	ENSG00000142192	APP	amyloid beta precursor protein
8421	353	ENSG00000198931	APRT	adenine phosphoribosyltransferase
8441	354	ENSG00000142515	KLK3	kallikrein related peptidase 3
8512	355	ENSG00000026103	FAS	Fas cell surface death receptor
8589	356	ENSG00000117560	FASLG	Fas ligand
8613	357	ENSG00000146950	SHROOM2	shroom family member 2
8624	358	ENSG00000240583	AQP1	aquaporin 1 (Colton blood group)
8653	359	ENSG00000167580	AQP2	aquaporin 2
8670	360	ENSG00000165272	AQP3	aquaporin 3 (Gill blood group)
8701	361	ENSG00000171885	AQP4	aquaporin 4
8737	362	ENSG00000161798	AQP5	aquaporin 5
8751	363	ENSG00000086159	AQP6	aquaporin 6
8762	364	ENSG00000165269	AQP7	aquaporin 7
8781	366	ENSG00000103569	AQP9	aquaporin 9
8795	367	ENSG00000169083	AR	androgen receptor
8842	368	ENSG00000091262	ABCC6	ATP binding cassette subfamily C member 6
8860	369	ENSG00000078061	ARAF	A-Raf proto-oncogene, serine/threonine kinase
8890	372	ENSG00000095139	ARCN1	archain 1
8913	373	ENSG00000113595	TRIM23	tripartite motif containing 23
8933	374	ENSG00000109321	AREG	amphiregulin
8946	375	ENSG00000143761	ARF1	ADP ribosylation factor 1
9047	377	ENSG00000134287	ARF3	ADP ribosylation factor 3
9068	378	ENSG00000168374	ARF4	ADP ribosylation factor 4
9103	379	ENSG00000175906	ARL4D	ADP ribosylation factor like GTPase 4D
9122	381	ENSG00000004059	ARF5	ADP ribosylation factor 5
9152	382	ENSG00000165527	ARF6	ADP ribosylation factor 6
9178	383	ENSG00000118520	ARG1	arginase 1
9200	384	ENSG00000081181	ARG2	arginase 2
9225	387	ENSG00000067560	RHOA	ras homolog family member A
9285	388	ENSG00000143878	RHOB	ras homolog family member B
9309	389	ENSG00000155366	RHOC	ras homolog family member C
9353	390	ENSG00000115963	RND3	Rho family GTPase 3
9386	391	ENSG00000177105	RHOG	ras homolog family member G
9412	392	ENSG00000175220	ARHGAP1	Rho GTPase activating protein 1
9426	393	ENSG00000089820	ARHGAP4	Rho GTPase activating protein 4
9445	394	ENSG00000100852	ARHGAP5	Rho GTPase activating protein 5
9467	395	ENSG00000047648	ARHGAP6	Rho GTPase activating protein 6
9493	396	ENSG00000141522	ARHGDIA	Rho GDP dissociation inhibitor alpha
9558	397	ENSG00000111348	ARHGDIB	Rho GDP dissociation inhibitor beta
9582	398	ENSG00000242173	ARHGDIG	Rho GDP dissociation inhibitor gamma
9597	399	ENSG00000168421	RHOH	ras homolog family member H
9616	400	ENSG00000120805	ARL1	ADP ribosylation factor like GTPase 1
9641	401	ENSG00000165462	PHOX2A	paired like homeobox 2A
9658	402	ENSG00000213465	ARL2	ADP ribosylation factor like GTPase 2
9669	403	ENSG00000138175	ARL3	ADP ribosylation factor like GTPase 3
9693	405	ENSG00000143437	ARNT	aryl hydrocarbon receptor nuclear translocator
9727	406	ENSG00000133794	BMAL1	basic helix-loop-helix ARNT like 1
9765	407	ENSG00000120500	ARR3	arrestin 3
9785	408	ENSG00000137486	ARRB1	arrestin beta 1
9812	409	ENSG00000141480	ARRB2	arrestin beta 2
9851	410	ENSG00000100299	ARSA	arylsulfatase A
9878	411	ENSG00000113273	ARSB	arylsulfatase B
9907	412	ENSG00000101846	STS	steroid sulfatase
9933	414	ENSG00000006756	ARSD	arylsulfatase D
9948	415	ENSG00000157399	ARSL	arylsulfatase L
9959	416	ENSG00000062096	ARSF	arylsulfatase F
9968	417	ENSG00000129744	ART1	ADP-ribosyltransferase 1
9983	419	ENSG00000156219	ART3	ADP-ribosyltransferase 3 (inactive)
10047	420	ENSG00000111339	ART4	ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)
10084	421	ENSG00000099889	ARVCF	ARVCF delta catenin family member
10095	427	ENSG00000104763	ASAH1	N-acylsphingosine amidohydrolase 1
10127	429	ENSG00000139352	ASCL1	achaete-scute family bHLH transcription factor 1
10143	430	ENSG00000183734	ASCL2	achaete-scute family bHLH transcription factor 2
10155	432	ENSG00000141505	ASGR1	asialoglycoprotein receptor 1
10171	433	ENSG00000161944	ASGR2	asialoglycoprotein receptor 2
10195	434	ENSG00000101440	ASIP	agouti signaling protein
10206	435	ENSG00000126522	ASL	argininosuccinate lyase
10254	438	ENSG00000292336	ASMT	acetylserotonin O-methyltransferase
10273	439	ENSG00000198356	GET3	guided entry of tail-anchored proteins factor 3, ATPase
10296	440	ENSG00000070669	ASNS	asparagine synthetase (glutamine-hydrolyzing)
10326	443	ENSG00000108381	ASPA	aspartoacylase
10341	444	ENSG00000198363	ASPH	aspartate beta-hydroxylase
10384	445	ENSG00000130707	ASS1	argininosuccinate synthase 1
10442	158452	ENSG00000233947	ASS1P3	argininosuccinate synthetase 1 pseudogene 3
10446	339845	ENSG00000236893	ASS1P7	argininosuccinate synthetase 1 pseudogene 7
10451	341230	ENSG00000255353	ASS1P13	argininosuccinate synthetase 1 pseudogene 13
10452	459	ENSG00000257316	ASS1P14	argininosuccinate synthetase 1 pseudogene 14
10455	460	ENSG00000152092	ASTN1	astrotactin 1
10488	462	ENSG00000117601	SERPINC1	serpin family C member 1
10530	463	ENSG00000140836	ZFHX3	zinc finger homeobox 3
10545	466	ENSG00000123268	ATF1	activating transcription factor 1
10562	467	ENSG00000162772	ATF3	activating transcription factor 3
10622	468	ENSG00000128272	ATF4	activating transcription factor 4
10690	471	ENSG00000138363	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
10715	472	ENSG00000149311	ATM	ATM serine/threonine kinase
10754	473	ENSG00000142599	RERE	arginine-glutamic acid dipeptide repeats
10792	474	ENSG00000172238	ATOH1	atonal bHLH transcription factor 1
10810	475	ENSG00000177556	ATOX1	antioxidant 1 copper chaperone
10830	476	ENSG00000163399	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1
10874	477	ENSG00000018625	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
10904	478	ENSG00000105409	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3
10937	479	ENSG00000075673	ATP12A	ATPase H+/K+ transporting non-gastric alpha2 subunit
10956	480	ENSG00000132681	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4
10989	481	ENSG00000143153	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
11018	482	ENSG00000129244	ATP1B2	ATPase Na+/K+ transporting subunit beta 2
11042	483	ENSG00000069849	ATP1B3	ATPase Na+/K+ transporting subunit beta 3
11067	486	ENSG00000137731	FXYD2	FXYD domain containing ion transport regulator 2
11099	487	ENSG00000196296	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
11129	488	ENSG00000174437	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
11143	489	ENSG00000074370	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
11180	490	ENSG00000070961	ATP2B1	ATPase plasma membrane Ca2+ transporting 1
11215	491	ENSG00000157087	ATP2B2	ATPase plasma membrane Ca2+ transporting 2
11247	492	ENSG00000067842	ATP2B3	ATPase plasma membrane Ca2+ transporting 3
11277	493	ENSG00000058668	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
11313	495	ENSG00000105675	ATP4A	ATPase H+/K+ transporting subunit alpha
11329	496	ENSG00000186009	ATP4B	ATPase H+/K+ transporting subunit beta
11344	498	ENSG00000152234	ATP5F1A	ATP synthase F1 subunit alpha
11431	501	ENSG00000164904	ALDH7A1	aldehyde dehydrogenase 7 family member A1
11463	506	ENSG00000110955	ATP5F1B	ATP synthase F1 subunit beta
11553	509	ENSG00000165629	ATP5F1C	ATP synthase F1 subunit gamma
11596	513	ENSG00000099624	ATP5F1D	ATP synthase F1 subunit delta
11630	514	ENSG00000124172	ATP5F1E	ATP synthase F1 subunit epsilon
11653	515	ENSG00000116459	ATP5PB	ATP synthase peripheral stalk-membrane subunit b
11691	516	ENSG00000159199	ATP5MC1	ATP synthase membrane subunit c locus 1
11715	517	ENSG00000135390	ATP5MC2	ATP synthase membrane subunit c locus 2
11739	518	ENSG00000154518	ATP5MC3	ATP synthase membrane subunit c locus 3
11764	521	ENSG00000169020	ATP5ME	ATP synthase membrane subunit e
11785	522	ENSG00000154723	ATP5PF	ATP synthase peripheral stalk subunit F6
11820	523	ENSG00000114573	ATP6V1A	ATPase H+ transporting V1 subunit A
11836	525	ENSG00000116039	ATP6V1B1	ATPase H+ transporting V1 subunit B1
11863	526	ENSG00000147416	ATP6V1B2	ATPase H+ transporting V1 subunit B2
11886	527	ENSG00000185883	ATP6V0C	ATPase H+ transporting V0 subunit c
11925	528	ENSG00000155097	ATP6V1C1	ATPase H+ transporting V1 subunit C1
11948	529	ENSG00000131100	ATP6V1E1	ATPase H+ transporting V1 subunit E1
11987	533	ENSG00000117410	ATP6V0B	ATPase H+ transporting V0 subunit b
12021	534	ENSG00000213760	ATP6V1G2	ATPase H+ transporting V1 subunit G2
12048	535	ENSG00000033627	ATP6V0A1	ATPase H+ transporting V0 subunit a1
12075	537	ENSG00000071553	ATP6AP1	ATPase H+ transporting accessory protein 1
12107	538	ENSG00000165240	ATP7A	ATPase copper transporting alpha
12131	539	ENSG00000241837	ATP5PO	ATP synthase peripheral stalk subunit OSCP
12156	540	ENSG00000123191	ATP7B	ATPase copper transporting beta
12200	545	ENSG00000175054	ATR	ATR serine/threonine kinase
12217	546	ENSG00000085224	ATRX	ATRX chromatin remodeler
12282	547	ENSG00000130294	KIF1A	kinesin family member 1A
12326	549	ENSG00000148090	AUH	AU RNA binding methylglutaconyl-CoA hydratase
12344	550	ENSG00000115307	AUP1	AUP1 lipid droplet regulating VLDL assembly factor
12391	551	ENSG00000101200	AVP	arginine vasopressin
12417	552	ENSG00000166148	AVPR1A	arginine vasopressin receptor 1A
12439	553	ENSG00000198049	AVPR1B	arginine vasopressin receptor 1B
12455	554	ENSG00000126895	AVPR2	arginine vasopressin receptor 2
12483	558	ENSG00000167601	AXL	AXL receptor tyrosine kinase
12503	563	ENSG00000160862	AZGP1	alpha-2-glycoprotein 1, zinc-binding
12527	566	ENSG00000172232	AZU1	azurocidin 1
12546	567	ENSG00000166710	B2M	beta-2-microglobulin
12633	570	ENSG00000136881	BAAT	bile acid-CoA:amino acid N-acyltransferase
12652	571	ENSG00000156273	BACH1	BTB domain and CNC homolog 1
12683	572	ENSG00000002330	BAD	BCL2 associated agonist of cell death
12710	573	ENSG00000107262	BAG1	BAG cochaperone 1
12749	574		BAGE	B melanoma antigen
